mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.46468677520751955,0.003845330930913101,0.018941831588745118,0.0007769650471536033,,sqrt,1,2,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9964438122332859,0.9950213371266002,0.9957325746799431,0.9965866663431472,0.0014507847810114282,21
0.9153131484985352,0.008925083762781682,0.02981247901916504,0.001925695505353127,,sqrt,1,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9964438122332859,0.9943100995732574,0.9957325746799431,0.9963022724216755,0.0016466082041286492,39
0.45363903045654297,0.00626431684510633,0.018145132064819335,0.0003871768974397161,,sqrt,1,5,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9971550497866287,0.9957325746799431,0.9950213371266002,0.9967289138538156,0.0014646066417120115,15
0.9130898475646972,0.00759238531491827,0.029845762252807616,0.0020183473842154695,,sqrt,1,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9971550497866287,0.9957325746799431,0.9957325746799431,0.9967290149536812,0.0013934881069655924,7
0.45271916389465333,0.0033596579154111174,0.017606258392333984,0.0003008153204704705,,sqrt,2,2,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.9985785358919688,0.9964463397299218,0.9971550497866287,0.9971550497866287,0.9950213371266002,0.9968712624643497,0.0011557366595127021,3
0.9127338886260986,0.006660553524903393,0.02993884086608887,0.0011694240578234512,,sqrt,2,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9978662873399715,0.9950213371266002,0.9957325746799431,0.9967290149536812,0.0015965086072416506,7
0.45390868186950684,0.0042908637555910956,0.01786980628967285,0.0009348887686053272,,sqrt,2,5,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9971550497866287,0.9950213371266002,0.9943100995732574,0.9964444188324786,0.0017423344548820677,31
0.9146864414215088,0.008194952968003365,0.030717945098876952,0.0007974183681233703,,sqrt,2,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9985785358919688,0.9957356076759062,0.9978662873399715,0.9943100995732574,0.9950213371266002,0.9963023735215408,0.001646704273509945,35
0.45685391426086425,0.0035273730424042714,0.017704248428344727,0.00023163500579818938,,log2,1,2,50,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9964438122332859,0.9950213371266002,0.9957325746799431,0.9965866663431472,0.0014507847810114282,21
0.9101268768310546,0.00911271697714517,0.030777168273925782,0.0024826225458258184,,log2,1,2,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9964438122332859,0.9943100995732574,0.9957325746799431,0.9963022724216755,0.0016466082041286492,39
0.4535590648651123,0.00549995468835538,0.017867279052734376,0.00034155720824093853,,log2,1,5,50,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9971550497866287,0.9957325746799431,0.9950213371266002,0.9967289138538156,0.0014646066417120115,15
0.911046314239502,0.007975286402361467,0.029016780853271484,0.001087419778129421,,log2,1,5,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9971550497866287,0.9957325746799431,0.9957325746799431,0.9967290149536812,0.0013934881069655924,7
0.45119175910949705,0.003878492259526996,0.01771240234375,0.00021959080616682847,,log2,2,2,50,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.9985785358919688,0.9964463397299218,0.9971550497866287,0.9971550497866287,0.9950213371266002,0.9968712624643497,0.0011557366595127021,3
0.9074752330780029,0.0067514003037518954,0.027978992462158202,0.0005505626874004563,,log2,2,2,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9978662873399715,0.9950213371266002,0.9957325746799431,0.9967290149536812,0.0015965086072416506,7
0.45328426361083984,0.004748631858151318,0.01813645362854004,0.0011728049814973618,,log2,2,5,50,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9971550497866287,0.9950213371266002,0.9943100995732574,0.9964444188324786,0.0017423344548820677,31
0.9118212223052978,0.007751533002476294,0.027984428405761718,0.00034518295566808506,,log2,2,5,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9985785358919688,0.9957356076759062,0.9978662873399715,0.9943100995732574,0.9950213371266002,0.9963023735215408,0.001646704273509945,35
0.4551346778869629,0.0036312498191591923,0.017852783203125,0.0007402659533714771,10,sqrt,1,2,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9964438122332859,0.9950213371266002,0.9957325746799431,0.9965866663431472,0.0014507847810114282,21
0.9099217891693115,0.009264657163560204,0.028119564056396484,0.0009707313094026663,10,sqrt,1,2,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9964438122332859,0.9943100995732574,0.9957325746799431,0.9963022724216755,0.0016466082041286492,39
0.4564009666442871,0.00514187991387477,0.017810630798339843,0.0005738347475863417,10,sqrt,1,5,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9964438122332859,0.9957325746799431,0.9950213371266002,0.996586666343147,0.0014507847810114282,27
0.9102296829223633,0.004586408763521237,0.029329395294189452,0.002047324683561189,10,sqrt,1,5,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9971550497866287,0.9943100995732574,0.9950213371266002,0.9963022724216752,0.0017652211373456485,45
0.45027499198913573,0.003853112810990692,0.017369842529296874,0.0002948578234212078,10,sqrt,2,2,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",1.0,0.9964463397299218,0.9971550497866287,0.9964438122332859,0.9950213371266002,0.9970133077752873,0.0016464596104972741,1
0.902732515335083,0.009678276991427853,0.02867741584777832,0.0011113325351293577,10,sqrt,2,2,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",1.0,0.9957356076759062,0.9978662873399715,0.9950213371266002,0.9950213371266002,0.9967289138538156,0.001939686404782899,15
0.44890666007995605,0.0046936729358236715,0.017566156387329102,0.0010101912565091944,10,sqrt,2,5,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.9985785358919688,0.9964463397299218,0.9971550497866287,0.9943100995732574,0.9943100995732574,0.9961600249110069,0.0016592584822241832,47
0.9179478168487549,0.006228387998755398,0.029566574096679687,0.0008713587819069271,10,sqrt,2,5,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9978662873399715,0.9943100995732574,0.9950213371266002,0.996444519932344,0.001854603460456083,29
0.46177401542663576,0.002498722559604647,0.018813228607177733,0.00303015597005743,10,log2,1,2,50,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9964438122332859,0.9950213371266002,0.9957325746799431,0.9965866663431472,0.0014507847810114282,21
0.9121157169342041,0.00633835443877217,0.02871279716491699,0.00045262852426687487,10,log2,1,2,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9964438122332859,0.9943100995732574,0.9957325746799431,0.9963022724216755,0.0016466082041286492,39
0.4562979221343994,0.007229564067332027,0.01765451431274414,0.0004747852427132857,10,log2,1,5,50,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9964438122332859,0.9957325746799431,0.9950213371266002,0.996586666343147,0.0014507847810114282,27
0.9229321956634522,0.007315955348695732,0.029778814315795897,0.002344913457959427,10,log2,1,5,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9971550497866287,0.9943100995732574,0.9950213371266002,0.9963022724216752,0.0017652211373456485,45
0.46040854454040525,0.004812887881923296,0.018038177490234376,0.0007197118328294404,10,log2,2,2,50,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",1.0,0.9964463397299218,0.9971550497866287,0.9964438122332859,0.9950213371266002,0.9970133077752873,0.0016464596104972741,1
0.9057504653930664,0.0061914538456448185,0.028422784805297852,0.001191074140113088,10,log2,2,2,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",1.0,0.9957356076759062,0.9978662873399715,0.9950213371266002,0.9950213371266002,0.9967289138538156,0.001939686404782899,15
0.4531707763671875,0.0030884783595925215,0.017774105072021484,0.00037918410429384685,10,log2,2,5,50,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.9985785358919688,0.9964463397299218,0.9971550497866287,0.9943100995732574,0.9943100995732574,0.9961600249110069,0.0016592584822241832,47
0.9051367759704589,0.010662177595310888,0.028636884689331055,0.001139653491105249,10,log2,2,5,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9978662873399715,0.9943100995732574,0.9950213371266002,0.996444519932344,0.001854603460456083,29
0.45499544143676757,0.003079531697063842,0.018112564086914064,0.0011126166450357994,20,sqrt,1,2,50,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9964438122332859,0.9950213371266002,0.9957325746799431,0.9965866663431472,0.0014507847810114282,21
0.9141786575317383,0.008879842372502078,0.028262996673583986,0.0011665009371539885,20,sqrt,1,2,100,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9964438122332859,0.9943100995732574,0.9957325746799431,0.9963022724216755,0.0016466082041286492,39
0.4543959617614746,0.003954818133158734,0.017835187911987304,0.0003788887688832502,20,sqrt,1,5,50,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9971550497866287,0.9957325746799431,0.9950213371266002,0.9967289138538156,0.0014646066417120115,15
0.9108076572418213,0.00879049744410619,0.02869858741760254,0.0009442553856103343,20,sqrt,1,5,100,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9971550497866287,0.9957325746799431,0.9957325746799431,0.9967290149536812,0.0013934881069655924,7
0.45021991729736327,0.0033606330761715418,0.017384433746337892,0.0002519093113722888,20,sqrt,2,2,50,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.9985785358919688,0.9964463397299218,0.9971550497866287,0.9971550497866287,0.9950213371266002,0.9968712624643497,0.0011557366595127021,3
0.9051190376281738,0.0063164687834495505,0.029895925521850587,0.0019434587577751464,20,sqrt,2,2,100,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9978662873399715,0.9950213371266002,0.9957325746799431,0.9967290149536812,0.0015965086072416506,7
0.4559936046600342,0.006350338623706562,0.017352724075317384,0.0003996655692281436,20,sqrt,2,5,50,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9971550497866287,0.9950213371266002,0.9943100995732574,0.9964444188324786,0.0017423344548820677,31
0.9188645362854004,0.005290615271525871,0.03053908348083496,0.002060202847368929,20,sqrt,2,5,100,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9985785358919688,0.9957356076759062,0.9978662873399715,0.9943100995732574,0.9950213371266002,0.9963023735215408,0.001646704273509945,35
0.4575165271759033,0.005849642785705477,0.017622900009155274,0.0005295132128801632,20,log2,1,2,50,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9964438122332859,0.9950213371266002,0.9957325746799431,0.9965866663431472,0.0014507847810114282,21
0.9117363929748535,0.008606689009888886,0.02836461067199707,0.00033653038424586823,20,log2,1,2,100,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9964438122332859,0.9943100995732574,0.9957325746799431,0.9963022724216755,0.0016466082041286492,39
0.4532799243927002,0.005057003718323846,0.01774115562438965,0.0006749945090513219,20,log2,1,5,50,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9971550497866287,0.9957325746799431,0.9950213371266002,0.9967289138538156,0.0014646066417120115,15
0.923079252243042,0.007794934832027736,0.02849855422973633,0.001742167953899814,20,log2,1,5,100,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9971550497866287,0.9957325746799431,0.9957325746799431,0.9967290149536812,0.0013934881069655924,7
0.45953960418701173,0.007681886934225514,0.01870121955871582,0.0006572260338019385,20,log2,2,2,50,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.9985785358919688,0.9964463397299218,0.9971550497866287,0.9971550497866287,0.9950213371266002,0.9968712624643497,0.0011557366595127021,3
0.9069878578186035,0.013648551608436194,0.02793545722961426,0.0005350459779453136,20,log2,2,2,100,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9992892679459844,0.9957356076759062,0.9978662873399715,0.9950213371266002,0.9957325746799431,0.9967290149536812,0.0015965086072416506,7
0.45098419189453126,0.006510321324070659,0.017589712142944337,0.00066560299199555,20,log2,2,5,50,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.9992892679459844,0.9964463397299218,0.9971550497866287,0.9950213371266002,0.9943100995732574,0.9964444188324786,0.0017423344548820677,31
0.7127719402313233,0.07561208977187463,0.018319463729858397,0.0009775821919361996,20,log2,2,5,100,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9985785358919688,0.9957356076759062,0.9978662873399715,0.9943100995732574,0.9950213371266002,0.9963023735215408,0.001646704273509945,35
